22	5	4019.5
22	6	3768.8
22	7	3312.0
22	8	3229.1
22	9	2798.7
22	10	2660.8
22	11	2823.3
22	12	2467.2
22	13	0.0
22	14	0.0
22	15	0.0
22	16	0.0
22	17	0.0
22	18	0.0
22	19	0.0
22	20	0.0
22	21	0.0
22	22	0.0
22	23	0.0
22	24	0.0
		
24	1	17565.8
24	2	9071.4
24	3	6501.0
24	4	4806.8
24	5	4191.0
24	6	3800.4
24	7	3136.1
24	8	3079.5
24	9	3122.3
24	10	2832.2
24	11	2839.5
24	12	2729.9
24	13	0.0
24	14	0.0
24	15	0.0
24	16	0.0
24	17	0.0
24	18	0.0
24	19	0.0
24	20	0.0
24	21	0.0
24	22	0.0
24	23	0.0
24	24	0.0
		
26	1	16087.0
26	2	8718.1
26	3	6241.7
26	4	4792.5
26	5	4091.2
26	6	3825.0
26	7	3252.5
26	8	3040.3
26	9	2933.6
26	10	2845.4
26	11	2754.8
26	12	2689.9
26	13	0.0
26	14	0.0
26	15	0.0
26	16	0.0
26	17	0.0
26	18	0.0
26	19	0.0
26	20	0.0
26	21	0.0
26	22	0.0
26	23	0.0
26	24	0.0
		
28	1	16341.6
28	2	8439.0
28	3	6291.5
28	4	4789.0
28	5	4173.6
28	6	3870.6
28	7	3320.0
28	8	3080.5
28	9	3007.7
28	10	2862.9
28	11	2518.0
28	12	2574.8
28	13	0.0
28	14	0.0
28	15	0.0
28	16	0.0
28	17	0.0
28	18	0.0
28	19	0.0
28	20	0.0
28	21	0.0
28	22	0.0
28	23	0.0
28	24	0.0
		
30	1	15562.5
30	2	9139.0
30	3	6291.5
30	4	4869.0
30	5	4103.9
30	6	3476.2
30	7	3197.5
30	8	3001.7
30	9	3095.3
30	10	2665.6
30	11	2747.6
30	12	2509.3
30	13	0.0
30	14	0.0
30	15	0.0
30	16	0.0
30	17	0.0
30	18	0.0
30	19	0.0
30	20	0.0
30	21	0.0
30	22	0.0
30	23	0.0
30	24	0.0
		
32	1	15610.8
32	2	8480.9
32	3	6093.9
32	4	4917.5
32	5	4004.1
32	6	3715.6
32	7	3557.8
32	8	3277.6
32	9	2690.2
32	10	2764.9
32	11	2467.4
32	12	2728.9
32	13	0.0
32	14	0.0
32	15	0.0
32	16	0.0
32	17	0.0
32	18	0.0
32	19	0.0
32	20	0.0
32	21	0.0
32	22	0.0
32	23	0.0
32	24	0.0
		
34	1	16130.3
34	2	8297.4
34	3	6063.5
34	4	4808.4
34	5	4001.3
34	6	3556.7
34	7	3331.1
34	8	3200.7
34	9	3035.3
34	10	2649.2
34	11	2721.0
34	12	2518.1
34	13	0.0
34	14	0.0
34	15	0.0
34	16	0.0
34	17	0.0
34	18	0.0
34	19	0.0
34	20	0.0
34	21	0.0
34	22	0.0
34	23	0.0
34	24	0.0
		
36	1	16769.6
36	2	8452.8
36	3	5961.8
36	4	4622.6
36	5	3954.7
36	6	3587.9
36	7	3373.5
36	8	3246.6
36	9	2973.5
36	10	2884.3
36	11	2739.4
36	12	2634.5
36	13	0.0
36	14	0.0
36	15	0.0
36	16	0.0
36	17	0.0
36	18	0.0
36	19	0.0
36	20	0.0
36	21	0.0
36	22	0.0
36	23	0.0
36	24	0.0
		
38	1	16239.3
38	2	8483.9
38	3	5823.6
38	4	4869.8
38	5	4159.1
38	6	3752.3
38	7	3354.7
38	8	3006.2
38	9	2924.1
38	10	2852.4
38	11	2553.1
38	12	2582.1
38	13	0.0
38	14	0.0
38	15	0.0
38	16	0.0
38	17	0.0
38	18	0.0
38	19	0.0
38	20	0.0
38	21	0.0
38	22	0.0
38	23	0.0
38	24	0.0
		
40	1	16053.7
40	2	8371.0
40	3	5941.3
40	4	4750.7
40	5	4238.5
40	6	3757.6
40	7	3468.0
40	8	3103.4
40	9	2919.4
40	10	2586.0
40	11	2796.9
40	12	2503.9
40	13	0.0
40	14	0.0
40	15	0.0
40	16	0.0
40	17	0.0
40	18	0.0
40	19	0.0
40	20	0.0
40	21	0.0
40	22	0.0
40	23	0.0
40	24	0.0
		
42	1	15970.2
42	2	8605.9
42	3	6150.2
42	4	4523.9
42	5	4226.2
42	6	3497.1
42	7	3529.6
42	8	2984.4
42	9	2736.8
42	10	2857.7
42	11	2712.0
42	12	2523.3
42	13	0.0
42	14	0.0
42	15	0.0
42	16	0.0
42	17	0.0
42	18	0.0
42	19	0.0
42	20	0.0
42	21	0.0
42	22	0.0
42	23	0.0
42	24	0.0
		
44	1	16037.2
44	2	8489.1
44	3	5683.9
44	4	4962.0
44	5	3992.9
44	6	3573.6
44	7	3442.5
44	8	2889.5
44	9	2866.6
44	10	2712.1
44	11	2822.8
44	12	2806.8
44	13	0.0
44	14	0.0
44	15	0.0
44	16	0.0
44	17	0.0
44	18	0.0
44	19	0.0
44	20	0.0
44	21	0.0
44	22	0.0
44	23	0.0
44	24	0.0
		
46	1	16370.0
46	2	8238.4
46	3	6007.9
46	4	4936.1
46	5	4349.2
46	6	3651.4
46	7	3259.3
46	8	3173.9
46	9	3087.1
46	10	2774.7
46	11	2618.0
46	12	2774.1
46	13	0.0
46	14	0.0
46	15	0.0
46	16	0.0
46	17	0.0
46	18	0.0
46	19	0.0
46	20	0.0
46	21	0.0
46	22	0.0
46	23	0.0
46	24	0.0
		
48	1	15771.9
48	2	8901.7
48	3	5928.7
48	4	4724.0
48	5	4154.4
48	6	3550.6
48	7	3239.4
48	8	3097.8
48	9	3006.5
48	10	2960.0
48	11	2670.7
48	12	2740.0
48	13	0.0
48	14	0.0
48	15	0.0
48	16	0.0
48	17	0.0
48	18	0.0
48	19	0.0
48	20	0.0
48	21	0.0
48	22	0.0
48	23	0.0
48	24	0.0
		
50	1	15321.6
50	2	8546.6
50	3	6067.7
50	4	5072.3
50	5	4244.6
50	6	3713.9
50	7	3272.4
50	8	3237.2
50	9	2760.0
50	10	2767.2
50	11	2555.5
50	12	0.0
50	13	0.0
50	14	0.0
50	15	0.0
50	16	0.0
50	17	0.0
50	18	0.0
50	19	0.0
50	20	0.0
50	21	0.0
50	22	0.0
50	23	0.0
50	24	0.0
		
52	1	15772.0
52	2	8500.7
52	3	6142.6
52	4	4791.3
52	5	3987.3
52	6	3769.1
52	7	3442.0
52	8	3133.6
52	9	2995.0
52	10	2901.2
52	11	2774.0
52	12	0.0
52	13	0.0
52	14	0.0
52	15	0.0
52	16	0.0
52	17	0.0
52	18	0.0
52	19	0.0
52	20	0.0
52	21	0.0
52	22	0.0
52	23	0.0
52	24	0.0
		
54	1	14820.6
54	2	8801.7
54	3	5960.8
54	4	4643.4
54	5	4008.1
54	6	3712.6
54	7	3223.8
54	8	3139.0
54	9	3001.8
54	10	2943.3
54	11	2714.6
54	12	0.0
54	13	0.0
54	14	0.0
54	15	0.0
54	16	0.0
54	17	0.0
54	18	0.0
54	19	0.0
54	20	0.0
54	21	0.0
54	22	0.0
54	23	0.0
54	24	0.0
		
56	1	15148.3
56	2	9096.7
56	3	5842.6
56	4	4676.7
56	5	4053.7
56	6	3582.6
56	7	3497.5
56	8	3108.2
56	9	3067.5
56	10	2942.0
56	11	2457.9
56	12	0.0
56	13	0.0
56	14	0.0
56	15	0.0
56	16	0.0
56	17	0.0
56	18	0.0
56	19	0.0
56	20	0.0
56	21	0.0
56	22	0.0
56	23	0.0
56	24	0.0
		
58	1	15911.1
58	2	8392.2
58	3	6129.6
58	4	4718.7
58	5	3940.3
58	6	3498.4
58	7	3485.9
58	8	3284.5
58	9	2979.2
58	10	2567.7
58	11	2539.0
58	12	0.0
58	13	0.0
58	14	0.0
58	15	0.0
58	16	0.0
58	17	0.0
58	18	0.0
58	19	0.0
58	20	0.0
58	21	0.0
58	22	0.0
58	23	0.0
58	24	0.0
		
60	1	15422.6
60	2	8377.0
60	3	6167.7
60	4	4968.4
60	5	4187.7
60	6	3717.3
60	7	3411.2
60	8	3435.1
60	9	2762.4
60	10	3007.1
60	11	2782.4
60	12	0.0
60	13	0.0
60	14	0.0
60	15	0.0
60	16	0.0
60	17	0.0
60	18	0.0
60	19	0.0
60	20	0.0
60	21	0.0
60	22	0.0
60	23	0.0
60	24	0.0
		
62	1	15838.2
62	2	9057.9
62	3	5933.3
62	4	4886.6
62	5	4150.6
62	6	3594.3
62	7	3205.8
62	8	3045.4
62	9	2856.0
62	10	2755.2
62	11	2662.3
62	12	0.0
62	13	0.0
62	14	0.0
62	15	0.0
62	16	0.0
62	17	0.0
62	18	0.0
62	19	0.0
62	20	0.0
62	21	0.0
62	22	0.0
62	23	0.0
62	24	0.0
		
64	1	15708.1
64	2	8064.7
64	3	5930.2
64	4	4754.7
64	5	4250.6
64	6	3806.1
64	7	3325.2
64	8	3246.2
64	9	2860.3
64	10	2911.3
64	11	2489.6
64	12	0.0
64	13	0.0
64	14	0.0
64	15	0.0
64	16	0.0
64	17	0.0
64	18	0.0
64	19	0.0
64	20	0.0
64	21	0.0
64	22	0.0
64	23	0.0
64	24	0.0
		
66	1	15728.4
66	2	8607.5
66	3	6140.8
66	4	4832.0
66	5	4354.3
66	6	3707.7
66	7	3185.2
66	8	3005.2
66	9	3149.8
66	10	2542.0
66	11	2668.1
66	12	0.0
66	13	0.0
66	14	0.0
66	15	0.0
66	16	0.0
66	17	0.0
66	18	0.0
66	19	0.0
66	20	0.0
66	21	0.0
66	22	0.0
66	23	0.0
66	24	0.0
		
68	1	14877.0
68	2	8316.8
68	3	5862.1
68	4	4768.2
68	5	4277.4
68	6	3693.1
68	7	3293.6
68	8	3187.9
68	9	3111.3
68	10	2915.8
68	11	2709.8
68	12	0.0
68	13	0.0
68	14	0.0
68	15	0.0
68	16	0.0
68	17	0.0
68	18	0.0
68	19	0.0
68	20	0.0
68	21	0.0
68	22	0.0
68	23	0.0
68	24	0.0
		
70	1	15985.7
70	2	8452.1
70	3	5839.3
70	4	4980.1
70	5	4299.4
70	6	3824.8
70	7	3317.2
70	8	3188.0
70	9	3132.6
70	10	3041.8
70	11	2696.5
70	12	0.0
70	13	0.0
70	14	0.0
70	15	0.0
70	16	0.0
70	17	0.0
70	18	0.0
70	19	0.0
70	20	0.0
70	21	0.0
70	22	0.0
70	23	0.0
70	24	0.0
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
